codigo,descricao
4.09.00099890941,MULTIMETRO DIGITAL 10A AC/DC IND 1000V 77-4
4.09.00099890942,CHAVE FIXA UMA BOCA VDE 9 MM ISOLADA
4.09.00099890943,CH FIXA UMA BOCA VDE 8 MM ISOLADA
4.09.00099890944,ESPATULA INOX CABO MADEIRA 2153 2.1/2 63MM
4.09.00099890945,ALAVANCA CABO DE FORCA 1,20MT SEXTAVADO
4.09.00099890946,MAQUINA DE SOLDA INVERSORA ARC 580/VRD - 220/380/440 TRIF. 500 AMP
4.09.00099890947,KIT CARACTERES P/ NUMERADOR
4.09.00099890948,ESCADA ALUMINIO/FIBRA DUPLA 1,80M
"4.09.00099890949,MANOMETRO RETO 60MM 1/4"" NPT 0 A"
4.09.00099890950,ANEMOMETRO
4.09.00099890951,HUBOD‚METRO DIGITAL
4.09.00099890952,COMBO COMPRESSOR DE AR MONOFµSICO 2HP 60HZ ATê 10 PêS 220V + KIT DE PINTURA
4.09.00099890953,REBITADOR MANUAL TIPO ALICATE, 225
4.09.00099890954,ANALISADOR DE FLUIDO E OLEO NO SISTEMA
4.09.00099890955,CADEADO DE METAL COM SEGREDO 40 MM 
4.09.00099890956,TRENA LASER  40M
4.09.00099890957,CONJUNTO DE BITS E ADAPTADOR 28 PCS
4.09.00099890958,ALICATE REBITADOR 4 PONTAS EMBORRACHADO 6980
4.09.00099890959,UNIDADE MOVEL FILTRAGEM OLEO 220V TRIF. VAZAO 45L/MIN  PRESSAO 3BAR C/FILTRO PRESSAO ABSOLUTO MFO-2
4.09.00099890960,COMPRESSOR DE AR ALTA PRESSAO A GASOLINA 7HP 15 PES 150L
"4.09.00099890961,CHAVE CATRACA 1/2"" 122NM"
4.09.00099890962,BOMBA TRANSFERENCIA OLEO MANUAL ALAVANCA C/TUBO TELESC 350ML
"4.09.00099890963,CHAVE IMPACTO 1"" PN 3390NM CIP111"
4.09.00099890964,DISCO PAD BRANCO 510MM
4.09.00099890965,ROPULSORA PNEUMATICA GRAXA CAP 200KG S/MANG S/RESERVAT S/TAMPA 4040 12020-SM-G5
"4.09.00099890966,ALICATE ANEL EXTERNO CURVO 12"""
4.09.00099890967,ALICATE FILTRO DE COMBUSTIVEL 12 A 66MM
4.09.00099890968,FERRAMENTA CUBO DE RODA
4.09.00099890969,REBITADOR MANUAL REB ROSCA M3- M10 RR-310
4.09.00099890970,ESPATULA INOX CABO PLASTICO 2.1/4 60MM
4.09.00099890971,ESPATULA INOX CABO PLASTICO 3.1/8 80MM
4.09.00099890972,COLHER N 9 PEDREIRO CANTO RETO
4.09.00099890973,DETECTOR ELETRONICO DE VAZAMENTO
4.09.00099890974,ESCOVA AÄO CIRCULAR FIO TORCIDO
4.09.00099890975,ESCOVA AÄO 3 FILEIRAS
4.09.00099890976,KIT LANTERNA, OCULOS E CONTRASTE PARA DETECÄ«O DE VAZAMENTO
4.09.00099890977,ESCOVA AÄO CIRCULAR
4.09.00099890978,BOMBA SUBMERSA VIBRATORIA 220V 450W 2400L/H 900 EXTREME
4.09.00099890979,VIRA MACHO M1-M8
"4.09.00099890980,JOGO SOQUETE ENCAIXE 1/2"" (12 A 32) 23 PCS (REF:D19TM)"
4.09.00099890981,LAVADORA  1500W220V K1 COMPACTA
4.09.00099890982,BOMBA SUBMERSA AGUA LIMPA/SUJA 450W 220V BSV450
4.09.00099890983,BROCA CILINDRICA DE AÄO RAPIDO 3MM
4.09.00099890984,BROCA CILINDRICA DE AÄO RAPIDO 3,5MM
4.09.00099890985,ESMERILHADEIRA 4.1/2 900W 220V
4.09.00099890986,EXTENS«O ELêTRICA PROLONGADOR PP 2P X 2,50MM X 30MT 20A
4.09.00099890987,CHAVE IMPACTO 1 PN 4550NM LONGA
4.09.00099890988,CABO DE FORÄA CHAVE RODA 3/4 X 400MM A400
4.09.00099890989,BICO CONTATO M8 1 20X30MM TBI
4.09.00099890990,PORTA BICO TBI PRO M8 - 353/453
4.09.00099890991,BOCAL CONICO TBI 353/453/463 - 15 00MM
4.09.00099890992,PLATAFORMA AÄO GRANDE
4.09.00099890993,PLATAFORMA AÄO PEQUENA
4.09.00099890994,PEGADOR MAGNêTICO HASTE FLEX÷VEL
4.09.00099890995,CHAVE SACA PORCA
4.09.00099890996,TENSIONADOR ESTICADOR 1/2 C/CATRACA P/5897KGF
4.09.00099890997,GERADOR DE ENERGIA 0100 KVA SILENCIADO SLIM 220V
4.09.00099890998,FERRAMENTA GIRAR VOLANTE DO MOTOR
4.09.00099890999,BANQUETA MECANICO
"4.09.00099891000,CHAVE FENDA 150 - 1/8 X 2"""
"4.09.00099891001,ALICATE MEIA CANA BICO RETO TELEFONE 6.1/2"""
"4.09.00099891002,CHAVE PARA TUBOS 14""'"
4.09.00099891003,CHAVE FIXA 6 12 X 13MM
"4.09.00099891004, CHAVE FENDA 150 - 3/16 X 10"""
"4.09.00099891005,CHAVE FENDA 150 - 5/16 X 14"""
4.09.00099891006,ESCADA PLATAFORMA TREPADEIRA 2M TRE/2 EM ALUMINIO COM 7 DEGRAUS+PATAMAR E CORRIMAOS
4.09.00099891007,JOGO CHAVE ALLEN LONGA 42L 8M 3 X 14MM
"4.09.00099891008,JOGO SOQUETE SEXT 1/4"" 33 4-14MM"
4.09.00099891009,BOMBA MANUAL GRAXA 4KG 6432
4.09.00099891010,MARRETA OITAVADA CABO FIBRA 1,5KG
4.09.00099891011,JOGO CHAVE ALLEN 42 7M 2-8MM
"4.09.00099891012,CHAVE PHILLIPS 160 - 3/16 X 10"" PH1"
"4.09.00099891014,CHAVE PHILLIPS 160 - 1/4 X 12"" PH2"
"4.09.00099891015,CHAVE PHILLIPS 160 - 1/4 X 10"" PH2"
4.09.00099891016,MOTOR PARA CHAVE DE IMPACTO GDS 1
4.09.00099891017,MODULO PAINEL ELETRONICO PARA CHAVE IMPACTO
4.09.00099891018,REVELADOR SKD-S2 AER 440M
"4.09.00099891019,CHAVE PHILIPS 160 - 3/16 X 10"" PH1"
"4.09.00099891020,CHAVE FENDA 150 - 3/16 X 12"""
"4.09.00099891021,ALICATE MEIA CANA BICO RETO TELEFONE 6.1/2"" ISOLADO 1000V"
4.09.00099891022,MANOMETRO 2,5 BAR
4.09.00099891023,MANOMETRO DE PRENSA  30 TONELADAS ROSCA 1/2
4.09.00099891024,PC CHAVE ALLEN 5MM 42 CRV
4.09.00099891025,PC CHAVE ALLEN 17MM 42 CRV
4.09.00099891026,PONTEIRA TALHADEIRA - PARA MARRETA SMART PQ / MD / GR
4.09.00099891027,COMBO FURAD/ESMERIL GSB550RE+GWS850
4.09.00099891028,GALAO METAL 5 LITROS GASOLINA  O,06MM
4.09.00099891029,MARRETA SMART G-FECHADA 820MM/CURSO 430MM
4.09.00099891030,PESO ADICIONAL P/MARRETA SMART P/M/G 3,00KG 
4.09.00099891031,PONTEIRA MARTELO - PARA MARRETA SMART PQ / MD / GR
4.09.00099891032,ESMERILHADEIRA ANGULAR 7P 2800W 220V 
4.09.00099891033,ALICATE ANEIS INTERNO RETO 8000 J5
4.09.00099891034,SOQUETE HEXAGONAL 7/32'' COM ENCAIXE 1/2'
4.09.00099891035,SOQUETE HEXAGONAL 5/32'' COM ENCAIXE 1/2''
4.09.00099891036,ALICATE ANEIS EXTERNO CURVO 8000 A41
4.09.00099891037,ALICATE PARA ANEIS EXT CV 215MM/8.1/2
4.09.00099891038,ALICATE PARA ANEIS INT CV 215MM/8.1/2
4.09.00099891039,ALICATE PARA ANEIS EXT RT 228MM/9
4.09.00099891040,ALICATE PARA ANEIS INT RT 228MM/9
4.09.00099980000,TRANSFERIDOR TORQUE ANGULAR
4.09.00099980001,DISCO DE CORTE 09''
4.09.00099980002,CHAVE SACA FILTRO DE OLEO DE 80 A 95 MM COM CABO AJUSTAVEL 
4.09.00099980003,SACA FILTRO DE OLEO TIPO CINTA COM ABERTURA DE 82 MM A 93 MM
4.09.000CIIR0026,DISP DE SEGURANCA ANTICHICOTEAMENTO REF:CIIR0026
4.09.000CL504020,CAIXA P/M.0500X400X200MM CL504020 LUMIBRAS REF: 4.09.CL504020
4.09.000CMT2CV2P,LAVADORA CMT 2CV2P CARR.MA ZM 220/380V
4.09.000CPO15024,CANETA DE POLARIDADE 24V
4.09.000DS703068,SACA CUBO VW MAHLE
4.09.000DS704042,CHAVE TRAVA CUBO UNIVERSAL
4.09.000DS800023,SACA VENTIL R12/R134
4.09.000DS800044,ALICATE CORTE MANGUEIRA
4.09.000DS800080,CLIPADEIRA HIDRAULICA COMPLETA
4.09.000EE007571,CHAVE DE FENDA 3/8 X 6
4.09.000EE110016,REMOVEDOR E INSTALADOR DE PNEU AGRICOLA PEQ.
4.09.000FE004788,JG SOQ EST 1/2 D19PMU 10MM 1.1/4 GE
4.09.000FE007884,SACA POLIA MINI 2G
4.09.000FE044180,PUNÄ«O CENTRO BEZ 120 X 5 MM 16400
4.09.000FE062830,ALGARISMO ACO 5 MM PLK-07
4.09.000FE065935,ALICATE BOMBA D' µGUA  12 IS
4.09.000FE066965,SOQUETE P/ VELA - 1/2 x 5/8
4.09.000FE066971,SOQUETE P/ VELA - 1/2 x 13/16
4.09.000FE067685,JOGO DE SOQUETE 1/2   - 8 - 32MM
4.09.000FE068070,SACA POLIA DE 2G DESLIZ TRAM 44025/018
4.09.000FE068433,ESPµTULA P/ PNEU MED.: 608X19MM CHATA A-222
4.09.000FE079983,VACUOMETRO 30/760 MMHG VAC 001 PLANA
4.09.000FE143734,SERRA MANUAL (L∂MINA DE SERRA)
4.09.000FE251160,CARRO ESTEIRA MECANICO 85 X 42 X100 N1 100KG
4.09.000HS35219E,EMPUNHADURA P/TALHAD GED HS352?19E
4.09.000K2001220,SOLDADOR REVOLVER K 2001 220V
4.09.000KB012E8L,KOMBO DIAMANTADO ESFERICO PARA BOTOES DE 12MM
4.09.000KB014E8L,KOMBO DIAMANTADO ESFERICO PARA BOTOES DE 14MM
4.09.000LAV2000I,LAVADORA LAV-2000I 220V 1600LBS
4.09.000MCDI3000,COMPRESSIMETRO MOTOR A DIESEL REF: MCD/I-3000
4.09.000MGMVLRAC,4.09.000MGMVLRAC CONTAINER VAO LIVRE REVESTIDO DE AR CONDICIONADO MGM 037
4.09.000ORIGO420,MAQUINA DE SOLDA - RETIFICADOR ESAB MOD. ORIGO ARC 420 - COD. 406734 - TRIFµSICA 220/380/440V
4.09.000PARAFUSA,PARAFUSADEIRA TRAMON
4.09.000R6004506,TORQUIMETRO C RELOGIO  3/4 R600 4506 ( GEDORE )
4.09.000RI500166,GARRAFA INJETORA DE FLUIDO R141B
4.09.000RID10280,CAMERA DE INSPEÄ«O DIGITAL SEESNAKE MICRO DE 9,5MM COM LED DE 2,5MM RIDGID 10280
4.09.000SCHULZ01,KIT FERRAMENTAS COM 160 PEÄAS (MARCA SCHULZ)
"4.09.000TB890016,SOQUETE ESTRIADO 3/4"" X 16MM X 51MM"
"4.09.000W5150K22,KIT CHAVE DE IMPACTO 1/2"", C/ 2 BATERIA"
4.09.00100000000,REGULADOR PARA GµS DI‡XIDO DE CARBONO COM FLUXOMETRO
4.09.00100000001,CAPA DE RASPA PARA PROTEÄ«O MANGUEIRAS DE TOCHAS MIG E TIG
4.09.00100000002,SACA FILTRO DE ‡LEO COM 3 GARRAS AUTO AJUSTAVEL
4.09.00104100588,CHAVE DE RODA 30 X 32
4.09.00105800310,JG.TRX.ARMAC IRWIN T6 A T25 CANIVETE 8PC
"4.09.00111111111,REDUÄ«O IMPACTO GEDORE 1"" X 3/4"" REF. KB 2132"
4.09.00111111999,ESCAREGADOR DREMEL 107
4.09.001313K4401,HANDSET CURTIS 1313 OEM ACCESS 1313K-4401
4.09.0024230220V,ESMERILHADEIRA ANGULAR 9 POL 2400W GWA 4.09.24220V BOSCH
4.09.00296910550,BROCA HASTE PARALELA 19 PEÄAS 1A10MM 
"4.09.00308096006, ESMERILHADEIRA MOD. 4.1/2"" 1100W 220V"
4.09.00500200260,CAIXA DE FERRAMENTA TIPO SANFONADA C/ 7 GAVETAS  500x200x260 507F
4.09.00526789100,LIMPA CONTATO ELETRICO QM 200GR COD: 8526798100
4.09.005448314NV,DETECTOR DE GAS MULTI PRO LEL/O2/CO/H2S
4.09.00580039669,CHICOTE ADAPTADOR DO CANBUS
4.09.00582087557,CHICOTE DIAGNOSTICO NCEA - utilizar 3.01.00582087557
4.09.00582114130,CABO INTERFAC PROGRAMACAO DISPLAY
4.09.00582182400,COMPRESSOR SCHULZ PRATIC AIR CSV10/100 MONO
4.09.00631114703,MACACO GARRAFA 10TON
4.09.00813409603,TRENA BOSCH LASER GLM 30
4.09.00900002001,CLAVICULARIO P/30CHAVES L22 X A40 X P06
4.09.00986450778,DENSIMETRO P/ BATERIA
4.09.00AMAT4000V,LAVADORA BRAVA 
4.09.00C100AMHEL,MARCADOR MILLR.MHG2/5 2 0,5-6,0MM C/100 AM HEL REF: 4.09.C100AMHEL
4.09.00C200AMHEL,MARCADOR MILLE.MHG 2/5 1 0,5-6,0MM C/100 AM HEL
4.09.00FE0415570,ALICATE BOMBA D AGUA ISOL 9. 1/2
4.09.00LAOS62437,TAMPA OIL SAFE BICO LONGO AM LAOS 62437 REF: LAOS62437
4.09.00LAOS63618,BARRIL OIL SAFE 5L LAOS 63618 REF: LAOS 63618
4.09.00LAOS66251,BARRIL OIL SAFE 10 L LAOS 66251 REF: LAOS66251
4.09.00MGMVLC001,CONTAINER V«O LIVRE COMUM MGM 001
4.09.00MGMVLC067,CONTAINER V«O LIVRE COMUM MGM067
4.09.00MGMVLC104,CONTAINER V«O LIVRE COMUM MGM 104 C/ PORTA MARITIMA
4.09.00MGMVLC148,CONTAINER ISOTERMICO
4.09.00RI0120201,MACARICO HESA 22 FUROS
4.09.00ST11924ST,PEGADOR TELESCOPIO COM IMA ST11924 ST SATA
"4.09.00ST1355100,SOQUETE TORX ENCAIXE 1/2"" 55 X 100 REF: ST 13 55 100 IFLA"
4.09.00TLU9003CC,COLETOR DE OLEO TIPO CARRINHO PARA CAMINHOES E TRATORES - 95 L
4.09.00V88890300,SCANNER DE DIAGNOSTICO - VOLVO
4.09.01000002400,COMPRESSOR SANDEN 7H15, 8 ORELHAS, 24V, R134A, 2A VERT
4.09.01000028900,COMPRESSOR SD7B10 4 ORELHAS, PV6, 12V R-134A
4.09.01000985000,APLICADOR DE PRESSURIZACAO MANUAL
4.09.010119483SP,TRAVA 9M E 15M SRL UN
4.09.010121513SP,ROTULO INFERIOR DA CAIXA - WKM 9 MTS
4.09.01018001001,ACESS 3/8 GEDORE 014.090 ADPT 3/8 P1/2
4.09.01018001010,ACESS 3/8 GEDORE 014.150 CATRACA SIMPL 7
4.09.01024001001,ACESS 1/2 GEDORE 015.200 ADAPT 1/2 P/3/8
4.09.01034001002,ACESS 3/4 GEDORE 017.100 ADAPT 3/4 P 1/2
4.09.01041005008,CH.RODA ROBUST 064.836 30X32
4.09.01041005009,CH.RODA ROBUST 064.838 32X33
4.09.01055001015,CH TORX L GEDORE 024.614. T60
4.09.01102223100,LAVADORA INDUSTRIAL PROFISSINAL 3HP MONO 110/220V LJ 3100CC
4.09.01247043001,DETECTOR DE TENSAO EZ - ALERT MINIPA
4.09.02175002006,FOLHA D LIXA NORTON FERRO G:100 REF: 2.175.002.006
4.09.02175002010,FOLHA D LIXA NORTON FERRO G220 REF: 2.175.002.010
4.09.02175002020,FOLHA D LIXA NORTON FERRO G320
4.09.04229054010,ARAME MIG 1.2MM C 18 KG
4.09.04401043006,ACESSOR MIG QM BICO CONTATO CURTO REF:4401043006
4.09.04401043040,ACESSOR MIG QM BOCAL CERAMICO REF: 4401043040
"4.09.04401043041,ACESS.1"" GEDORE 018.200 ADAPTADOR 1-3/4"
4.09.05011100050,BOMBA MANUAL P/ ENCHIMENTO DE RESINA EM PNEUS
4.09.05421545877,MANOMETRO COMPRESSOR VERTICAL 0-21 KGF/ CM2 0-300 LBF/PO/2 6 CM DE DIAMETRO
4.09.06311078020,MACACO BOVENAU HIDR MT 15 TON
4.09.06311078030,MACACO BOVENAU HIDR MT 20 TON
4.09.06311147025,MACACO VONDER GARRAFA 8TON
4.09.06311147035,MACACO VONDER GARRAFA 12TON
4.09.08279402500,LANTERNA WURTH LED RECARREGµVEL COM TECNOLOGIA COB
4.09.0BASKET30MM,CINTA SLING 30 mm - 1 METRO - 1 TONELADA VERTICAL - 2 TONELADAS BASKET (U) COR ROXA
4.09.0CT10000000,CAVALETE PARA CARROCERIA 10 TON REF: BOVENAU-CT10000
4.09.0HS35222E25,EMPUNHADURA P/TALHAD GED HS352?22E/25E
4.09.0LAVKAR1215,LAVADORA KARCHER HD 12/05
4.09.0SERRABOSCH,SERRA MARMORE BOSCH 127V
4.09.10000000290,SACA BUCHA
4.09.10000000301,ESCADA ARTICULADA 4X4 COM 16 DEGRAUS DE ALUM÷NIO
4.09.10000000332,BROCA 4,5 DORMER HSS AÄO
4.09.10000000333,BROCA 8,5 DORMER HSS AÄO
4.09.12457899135,CABO E FIBRA PARA MARRETA 
4.09.200000100KG,BALANCA ELETR‚NICA P/GARRAFA DE GAS 100 KG
4.09.20000MC1000,MEDIDOR DE COMPRESS«O - MC1000
4.09.491192578GT,MANGUEIRA 1/4, STR FEM,STR FEM
"4.09.50005478541,BROCA 1.1/32"" HASTE CONICA PARA METAIS AÄO RAPIDO"
4.09.50005478542,CHAVE FIXA DE BATER 80 MM˝
4.09.56423215454,ARMARIO COM NICHOS
4.09.58456584328,DESTALONADOR DE PNEUS
4.09.87168000000,SUPORTE TRIPLO P/ CARREG. E BATERIA
"4.09.87542135568,PAINEL ORGANIZADOR DE FERRAMENTAS EM ""L"""
4.09.90000000098,PENEIRA DE PLASTIDO 55CM
4.09.ARTCAN08200,CARRINHO DE FILTRAGEM LPF 280
4.09.BASKET120MM,CINTA SLING 120 mm - 3 METRO - 4 TONELADA VERTICAL - 8 TONELADAS BASKET (U) COR CINZA
4.09.BASKET240MM,CINTA SLING 240 mm - 8 METRO - 8 TONELADA VERTICAL - 16 TONELADAS BASKET (U) COR AZUL
4.09.CHAVEDERODA,CHAVE DE RODA 24 X 27 KRAUCHER VANADIUM 500 MM
"4.09.DIAMETRO34"",MANILHA CURVA DIAMETRO: 3/4"" - CAPACIDADE: 4,75 TONELADA"
4.09.DIFERENCIAL,CHAVE P/ SACAR PORCA DE EIXO DIFERNCIAL
"4.09.QXC5AT80PS0,KIT PARAFUSADEIRA A BATERIA 1/2"" 80NM"
"4.09.W7150K22000,KIT CHAVE DE IMPACTO 1/2"" A BATERIA"
